Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
2.16005	Node7	0	335	LastDelay	0.120052	120052	1	6
2.16005	Node7	0	335	FullDelay	0.120052	120052	1	6
2.17003	Node7	0	34	LastDelay	0.0800347	80034.7	1	4
2.17003	Node7	0	34	FullDelay	0.0800347	80034.7	1	4
2.17005	Node7	0	9	LastDelay	0.120052	120052	1	6
2.17005	Node7	0	9	FullDelay	0.120052	120052	1	6
2.18005	Node7	0	3336	LastDelay	0.120052	120052	1	6
2.18005	Node7	0	3336	FullDelay	0.120052	120052	1	6
2.19005	Node7	0	25	LastDelay	0.120052	120052	1	6
2.19005	Node7	0	25	FullDelay	0.120052	120052	1	6
2.20005	Node7	0	2626	LastDelay	0.120052	120052	1	6
2.20005	Node7	0	2626	FullDelay	0.120052	120052	1	6
2.22005	Node7	0	3314	LastDelay	0.120052	120052	1	6
2.22005	Node7	0	3314	FullDelay	0.120052	120052	1	6
2.23005	Node7	0	517	LastDelay	0.120052	120052	1	6
2.23005	Node7	0	517	FullDelay	0.120052	120052	1	6
2.24005	Node7	0	2768	LastDelay	0.120052	120052	1	6
2.24005	Node7	0	2768	FullDelay	0.120052	120052	1	6
2.25005	Node7	0	1044	LastDelay	0.120052	120052	1	6
2.25005	Node7	0	1044	FullDelay	0.120052	120052	1	6
2.26005	Node7	0	2834	LastDelay	0.120052	120052	1	6
2.26005	Node7	0	2834	FullDelay	0.120052	120052	1	6
2.27003	Node7	0	197	LastDelay	0.0800347	80034.7	1	4
2.27003	Node7	0	197	FullDelay	0.0800347	80034.7	1	4
2.27005	Node7	0	555	LastDelay	0.120052	120052	1	6
2.27005	Node7	0	555	FullDelay	0.120052	120052	1	6
2.28003	Node7	0	34	LastDelay	0.0800347	80034.7	1	4
2.28003	Node7	0	34	FullDelay	0.0800347	80034.7	1	4
2.28005	Node7	0	3856	LastDelay	0.120052	120052	1	6
2.28005	Node7	0	3856	FullDelay	0.120052	120052	1	6
2.29005	Node7	0	49	LastDelay	0.120052	120052	1	6
2.29005	Node7	0	49	FullDelay	0.120052	120052	1	6
2.30005	Node7	0	2388	LastDelay	0.120052	120052	1	6
2.30005	Node7	0	2388	FullDelay	0.120052	120052	1	6
2.33005	Node7	0	185	LastDelay	0.120052	120052	1	6
2.33005	Node7	0	185	FullDelay	0.120052	120052	1	6
2.34005	Node7	0	21	LastDelay	0.120052	120052	1	6
2.34005	Node7	0	21	FullDelay	0.120052	120052	1	6
2.35005	Node7	0	16	LastDelay	0.0700521	70052.1	1	6
2.35005	Node7	0	16	FullDelay	0.120052	120052	2	6
2.36005	Node7	0	106	LastDelay	0.120052	120052	1	6
2.36005	Node7	0	106	FullDelay	0.120052	120052	1	6
2.37005	Node7	0	5726	LastDelay	0.120052	120052	1	6
2.37005	Node7	0	5726	FullDelay	0.120052	120052	1	6
2.38005	Node7	0	189	LastDelay	0.120052	120052	1	6
2.38005	Node7	0	189	FullDelay	0.120052	120052	1	6
2.39005	Node7	0	223	LastDelay	0.120052	120052	1	6
2.39005	Node7	0	223	FullDelay	0.120052	120052	1	6
2.41005	Node7	0	422	LastDelay	0.120052	120052	1	6
2.41005	Node7	0	422	FullDelay	0.120052	120052	1	6
2.42005	Node7	0	9054	LastDelay	0.120052	120052	1	6
