Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
2.07003	0	0	5452	FullDelay	0.0800348	80034.8	1	4
2.08003	0	0	29	LastDelay	0.0800347	80034.7	1	4
2.08003	0	0	29	FullDelay	0.0800347	80034.7	1	4
2.09003	0	0	2235	LastDelay	0.0800348	80034.8	1	4
2.09003	0	0	2235	FullDelay	0.0800348	80034.8	1	4
2.10003	0	0	432	LastDelay	0.0800348	80034.8	1	4
2.10003	0	0	432	FullDelay	0.0800348	80034.8	1	4
2.11003	0	0	32	LastDelay	0.0800347	80034.7	1	4
2.11003	0	0	32	FullDelay	0.0800347	80034.7	1	4
2.12003	0	0	8284	LastDelay	0.0800348	80034.8	1	4
2.12003	0	0	8284	FullDelay	0.0800348	80034.8	1	4
2.13003	0	0	404	LastDelay	0.0800348	80034.8	1	4
2.13003	0	0	404	FullDelay	0.0800348	80034.8	1	4
2.14003	0	0	1534	LastDelay	0.0800348	80034.8	1	4
2.14003	0	0	1534	FullDelay	0.0800348	80034.8	1	4
2.15003	0	0	4049	LastDelay	0.0800348	80034.8	1	4
2.15003	0	0	4049	FullDelay	0.0800348	80034.8	1	4
2.16003	0	0	5353	LastDelay	0.0800348	80034.8	1	4
2.16003	0	0	5353	FullDelay	0.0800348	80034.8	1	4
2.17003	0	0	2073	LastDelay	0.0800348	80034.8	1	4
2.17003	0	0	2073	FullDelay	0.0800348	80034.8	1	4
2.18003	0	0	5	LastDelay	0.0800347	80034.7	1	4
2.18003	0	0	5	FullDelay	0.0800347	80034.7	1	4
2.19003	0	0	1446	LastDelay	0.0800348	80034.8	1	4
2.19003	0	0	1446	FullDelay	0.0800348	80034.8	1	4
2.20003	0	0	38	LastDelay	0.0800347	80034.7	1	4
